,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Video,3.5mm jack,WLAN,Bluetooth,GPS,USB,Sensors,,SAR EU,Price,Features,NFC,Protection,Triple,Charging,SAR,5G,Quad,Dual,Performance,Display,Camera,Audio quality,GPRS,EDGE,Infrared port,removable_B
E570,GSM,GSM 900 / 1800 / 1900,,,,"2006, October",Discontinued,86 x 45 x 24 mm (3.39 x 1.77 x 0.94 in),81 g (2.86 oz),,Mini-SIM,"TFT, 65K colors","1.8 inches, 10.2 cm2 (~26.3% screen-to-body ratio)",176 x 220 pixels (~157 ppi density),,,,,microSD (dedicated slot),,1.3 MP,QCIF,No,No,"1.2, A2DP",No,1.2,,Removable Li-Ion 750 mAh battery,0.75 W/kg (head),About 120 EUR,,,,,,0.63 W/kg (head) 0.36 W/kg (body),,,,,,,,Class 10,Yes,,Removable
E420,GSM,GSM 900 / 1800 / 1900,,,,"2006, October",Discontinued,83.6 x 45.5 x 17.4 mm (3.29 x 1.79 x 0.69 in),77 g (2.72 oz),,Mini-SIM,"OLED, 65K colors","1.8 inches, 10.2 cm2 (~26.8% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,2 MB,VGA,No,No,No,No,No,No,,Removable Li-Ion 750 mAh battery,0.90 W/kg (head),About 80 EUR,,,,,,1.00 W/kg (head) 0.32 W/kg (body),,,,,,,,Class 10,No,,Removable
X830,GSM,GSM 900 / 1800 / 1900,,,,"2006, September",Discontinued,84 x 30 x 20 mm (3.31 x 1.18 x 0.79 in),72 g (2.54 oz),,Mini-SIM,"TFT, 256K colors","1.46 inches, 6.0 cm2 (~23.7% screen-to-body ratio)","128 x 220 pixels, 16:9 ratio (~174 ppi density)",,,,,No,1 GB,1.3 MP,CIF,No,No,"1.2, A2DP",No,2.0,,Removable Li-Po 800 mAh battery,0.12 W/kg (head),About 150 EUR,,,,,,0.18 W/kg (head) 0.65 W/kg (body),,,,,,,,Class 10,Class 10,,Removable
E890,GSM,GSM 900 / 1800 / 1900,,,,"2006, October",Discontinued,99.5 x 50 x 14.6 mm (3.92 x 1.97 x 0.57 in),82 g (2.89 oz),,Mini-SIM,"TFT resistive touchscreen, 256K colors","2.3 inches, 16.4 cm2 (~32.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~174 ppi density)",,,,,microSD (dedicated slot),54 MB,1.3 MP,Yes,No,No,"2.0, A2DP",No,1.1,,Removable Li-Ion 880 mAh battery,0.67 W/kg (head),About 110 EUR,,,,,,0.64 W/kg (head) 0.53 W/kg (body),,,,,,,,Class 10,Class 10,,Removable
E898,GSM,GSM 900 / 1800 / 1900,,,,"2006, October",Discontinued,99.5 x 50 x 14.6 mm (3.92 x 1.97 x 0.57 in),82 g (2.89 oz),,Mini-SIM,"TFT resistive touchscreen, 256K colors",,"240 x 320 pixels, 4:3 ratio",,,,,microSD (dedicated slot),80 MB,1.3 MP,Yes,No,No,2.0,No,Proprietary,,Removable battery,0.40 W/kg (head),,,,,,,0.64 W/kg (head) 0.53 W/kg (body),,,,,,,,Class 10,Class 10,,Removable
P310,GSM,GSM 900 / 1800 / 1900,,,,"2006, September",Discontinued,86 x 54 x 8.9 mm (3.39 x 2.13 x 0.35 in),85 g (3.00 oz),,Mini-SIM,"TFT, 256K colors","1.9 inches, 38 x 29 mm, 11.2 cm2 (~24.1% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~211 ppi density)",,,,,microSD (dedicated slot),80 MB,2 MP,CIF,No,No,"1.2, A2DP",No,Proprietary,,Removable Li-Po 550 mAh battery,1.00 W/kg (head),About 210 EUR,LED flash,,,,,,,,,,,,,Class 10,Yes,,Removable
Z720,GSM / HSPA,GSM 900 / 1800 / 1900,HSDPA 2100,,HSPA,"2006, August",Discontinued,104.5 x 51.3 x 13.8 mm (4.11 x 2.02 x 0.54 in),80 g (2.82 oz),,Mini-SIM,"TFT, 256K colors","2.1 inches, 13.7 cm2 (~25.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~190 ppi density)",,,,,microSD (dedicated slot),20 MB,VGA videocall camera,,No,No,"2.0, A2DP",No,1.1,,Removable Li-Ion 900 mAh battery,0.80 W/kg (head),About 180 EUR,,,,,,0.10 W/kg (head) 0.10 W/kg (body),,,,,,,,,,,Removable
Z650i,GSM / UMTS,GSM 900 / 1800 / 1900,UMTS 2100,,"Yes, 384 kbps","2006, October",Discontinued,101 x 51 x 15.9 mm (3.98 x 2.01 x 0.63 in),95 g (3.35 oz),,Mini-SIM,"TFT, 256K colors","2.2 inches, 15.0 cm2 (~29.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,microSD (dedicated slot),10 MB,Yes,,No,No,"2.0, A2DP",No,Proprietary,,Removable Li-Ion 900 mAh battery,0.39 W/kg (head),,,,,,,0.44 W/kg (head) 0.35 W/kg (body),,,,,,,,,,,Removable
Z620,GSM / HSPA,GSM 900 / 1800 / 1900,HSDPA 2100,,HSPA,"2006, August",Discontinued,103 x 54 x 11.8 mm (4.06 x 2.13 x 0.46 in),96.5 g (3.39 oz),,Mini-SIM,"TFT, 256K colors","2.3 inches, 16.4 cm2 (~29.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~174 ppi density)",,,,,microSD (dedicated slot),20 MB,2 MP,320p,No,No,"1.2, A2DP",No,2.0,,Removable Li-Ion 900 mAh battery,0.33 W/kg (head),,rotating lens,,,,,0.30 W/kg (head) 0.38 W/kg (body),,,,,,,,,,,Removable
Z370,GSM / UMTS,GSM 900 / 1800 / 1900,UMTS 2100,,"Yes, 384 kbps","2006, August",Discontinued,112 x 50 x 8.4 mm (4.41 x 1.97 x 0.33 in),71 g (2.50 oz),,Mini-SIM,"TFT, 256K colors","1.9 inches, 11.4 cm2 (~20.3% screen-to-body ratio)",220 x 176 pixels (~148 ppi density),,,,,microSD (dedicated slot),20 MB,VGA videocall camera,,No,No,"1.2, A2DP",No,1.1,,Removable Li-Ion 900 mAh battery,0.99 W/kg (head),About 140 EUR,,,,,,1.39 W/kg (head) 0.95 W/kg (body),,,,,,,,,,,Removable
Z360,GSM / UMTS,GSM 900 / 1800 / 1900,UMTS 2100,,"Yes, 384 kbps","2007, Q2. Released 2008",Discontinued,96.8 x 47.7 x 18.5 mm (3.81 x 1.88 x 0.73 in),95 g (3.35 oz),,Mini-SIM,"TFT, 256K colors","2.1 inches, 13.9 cm2 (~30.1% screen-to-body ratio)",176 x 220 pixels (~134 ppi density),,,,,microSD (dedicated slot),30 MB,Videocall camera,,No,No,Yes,No,Proprietary,,Removable Li-Ion 900 mAh battery,0.73 W/kg (head),,,,,,,,,,,,,,,,,,Removable
P200,GSM,GSM 900 / 1800 / 1900,,,,"2006, July",Discontinued,95 x 44 x 22.5 mm (3.74 x 1.73 x 0.89 in),95 g (3.35 oz),,Mini-SIM,"TFT, 256K colors","1.9 inches, 11.4 cm2 (~27.2% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),,,,,No,80 MB,1.3 MP,QCIF,No,"Wi-Fi 802.11 b/g, UMA",No,No,1.1,,Removable Li-Ion 800 mAh battery,0.42 W/kg (head),,,,,,,,,,,,,,,Class 10,Yes,,Removable
S501i,GSM,GSM 900 / 1800 / 1900,,,,"2006, July",Discontinued,89.7 x 46 x 19.5 mm (3.53 x 1.81 x 0.77 in),80 g (2.82 oz),,Mini-SIM,"TFT, 256K colors",,176 x 220 pixels,,,,,microSD (dedicated slot),80 MB,1.3 MP,CIF,No,No,Yes,No,Proprietary,,Removable Li-Ion 750 mAh battery,,,,,,,,,,,,,,,,Class 10,No,,Removable
S401i,GSM,GSM 900 / 1800 / 1900,,,,"2006, July",Discontinued,88 x 44 x 19.8 mm (3.46 x 1.73 x 0.78 in),75 g (2.65 oz),,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,,,,,No,25 MB,VGA,Yes,No,No,Yes,No,Proprietary,,Removable Li-Ion 800 mAh battery,,,,,,,,,,,,,,,,Class 10,No,,Removable
X510,GSM,GSM 900 / 1800 / 1900,,,,"2006, October",Discontinued,88 x 44 x 19 mm (3.46 x 1.73 x 0.75 in),75 g (2.65 oz),,Mini-SIM,"UFB, 65K colors","1.8 inches, 28 x 35 mm, 10.2 cm2 (~26.3% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,,VGA,No,No,No,No,No,No,,Removable Li-Ion 800 mAh battery,0.78 W/kg (head),,,,,,,0.64 W/kg (head) 0.63 W/kg (body),,,,,,,,Class 10,No,Yes,Removable
X500,GSM,GSM 900 / 1800 / 1900,,,,"2006, June",Discontinued,88 x 45 x 19.9 mm (3.46 x 1.77 x 0.78 in),79 g (2.79 oz),,Mini-SIM,"TFT, 65K colors","1.8 inches, 28 x 35 mm, 10.2 cm2 (~25.7% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,8 MB,,,No,No,1.2,No,1.1,,Removable Li-Ion 750 mAh battery,0.86 W/kg (head),,,,,,,0.74 W/kg (head) 0.50 W/kg (body),,,,,,,,Class 10,No,,Removable
D840,GSM,GSM 900 / 1800 / 1900,,,,"2006, June",Discontinued,99 x 51 x 11.9 mm (3.90 x 2.01 x 0.47 in),100 g (3.53 oz),,Mini-SIM,"TFT, 256K colors","2.12 inches, 13.9 cm2 (~27.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~189 ppi density)",,,,,microSD (dedicated slot),80 MB,2 MP,Yes,No,No,"1.2, A2DP",No,1.1,,Removable Li-Ion 700 mAh battery,0.69 W/kg (head),,LED flash,,,,,0.60 W/kg (head) 0.47 W/kg (body),,,,,,,,Class 10,Class 10,,Removable
C400,GSM,GSM 900 / 1800 / 1900,,,,"2006, September",Discontinued,85.5 x 43.4 x 16 mm (3.37 x 1.71 x 0.63 in),85 g (2.96 oz),,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,,,,,No,1.8 MB,VGA,No,No,No,No,No,No,,Removable Li-Ion 750 mAh battery,0.63 W/kg (head),,,,,,,0.74 W/kg (head) 0.34 W/kg (body),,,,,,,,Class 10,No,,Removable
C240,GSM,GSM 900 / 1800 / 1900,,,,"2006, June",Discontinued,104 x 42.5 x 15.6 mm (4.09 x 1.67 x 0.61 in),68 g (2.40 oz),,Mini-SIM,"UFB, 65K colors","1.6 inches, 8.3 cm2 (~18.7% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~113 ppi density)",,,,,No,1.2 MB,,,No,No,No,No,No,,Removable Li-Ion 750 mAh battery,0.42 W/kg (head),,,,,,,0.82 W/kg (head) 0.59 W/kg (body),,,,,,,,Class 10,No,,Removable
C180,GSM,GSM 900 / 1800,,,,"2007, July",Discontinued,105 x 42 x 8.9 mm (4.13 x 1.65 x 0.35 in),72 g (2.54 oz),,Mini-SIM,"CSTN, 65K colors","1.52 inches, 7.5 cm2 (~16.9% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~119 ppi density)",,,,,No,2 MB,,,No,No,Yes,No,No,,Removable Li-Ion 730 mAh battery,0.93 W/kg (head),,,,,,,,,,,,,,,Class 10,No,,Removable
C170,GSM,GSM 900 / 1800,,,,"2007, May",Discontinued,105 x 42 x 8.9 mm (4.13 x 1.65 x 0.35 in),67 g (2.36 oz),,Mini-SIM,"CSTN, 65K colors","1.52 inches, 7.5 cm2 (~16.9% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~119 ppi density)",,,,,No,600 KB,,,No,No,No,No,No,,Removable Li-Ion 730 mAh battery,0.96 W/kg (head),About 40 EUR,,,,,,,,,,,,,,Class 10,No,,Removable
C160,GSM,GSM 900 / 1800,,,,"2007, February",Discontinued,106.5 x 43.5 x 15.4 mm (4.19 x 1.71 x 0.61 in),70 g (2.47 oz),,Mini-SIM,"CSTN, 65K colors","1.5 inches, 7.3 cm2 (~15.7% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,No,600 KB,,,No,No,No,No,No,,Removable Li-Ion 800 mAh battery,1.24 W/kg (head),About 40 EUR,,,,,,,,,,,,,,Class 10,No,,Removable
C140,GSM,GSM 900 / 1800,,,,"2007, January",Discontinued,104.2 x 44.2 x 16.2 mm (4.10 x 1.74 x 0.64 in),71 g (2.50 oz),,Mini-SIM,"UFB, 65K colors","1.6 inches, 8.3 cm2 (~17.9% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~113 ppi density)",,,,,No,600 KB,,,No,No,No,No,No,,Removable Li-Ion 800 mAh battery,0.97 W/kg (head),About 70 EUR,,,,,,,,,,,,,,Class 10,No,,Removable
D830,GSM,GSM 900 / 1800 / 1900,,,,"2006, June",Discontinued,103 x 54 x 9.9 mm (4.06 x 2.13 x 0.39 in),85 g (3.00 oz),,Mini-SIM,"TFT, 256K colors","2.3 inches, 36 x 47 mm, 16.4 cm2 (~29.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~174 ppi density)",,,,,microSD (dedicated slot),80 MB,2 MP,CIF,No,No,"1.2, A2DP",No,Proprietary,,Removable Li-Ion 630 mAh battery,0.34 W/kg (head),,,,,,,0.16 W/kg (head) 0.47 W/kg (body),,,,,,,,Class 10,Class 10,,Removable
D900i,GSM,GSM 850 / 900 / 1800 / 1900,,,,2007,Discontinued,103.5 x 51 x 12.9 mm (4.07 x 2.01 x 0.51 in),85 g (3.00 oz),,Mini-SIM,"TFT, 256K colors","2.1 inches, 32 x 42 mm, 13.7 cm2 (~25.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~190 ppi density)",,,,,"microSD, up to 2 GB (dedicated slot)",60 MB,"3.15 MP, AF",CIF,No,No,"2.0, A2DP",No,1.1,,Removable Li-Ion 800 mAh battery,0.64 W/kg (head),About 90 EUR,LED flash,,,,,0.45 W/kg (body),,,,,,,,Class 10,Class 10,,Removable
D900,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2006, June",Discontinued,103.5 x 51 x 12.9 mm (4.07 x 2.01 x 0.51 in),85 g (3.00 oz),,Mini-SIM,"TFT, 256K colors","2.1 inches, 32 x 42 mm, 13.7 cm2 (~25.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~190 ppi density)",,,,,microSD (dedicated slot),60 MB,"3.15 MP, AF",CIF,No,No,"2.0, A2DP",No,1.1,,Removable Li-Ion 800 mAh battery,0.82 W/kg (head),About 130 EUR,LED flash,,,,,1.04 W/kg (head) 0.66 W/kg (body),,,,,,,,Class 10,Class 10,,Removable
X820,GSM,GSM 900 / 1800 / 1900,,,,"2006, May",Discontinued,113 x 50 x 6.9 mm (4.45 x 1.97 x 0.27 in),66 g (2.33 oz),,Mini-SIM,"TFT, 256K colors","1.8 inches, 35 x 28 mm, 10.2 cm2 (~18.0% screen-to-body ratio)",220 x 176 pixels (~157 ppi density),,,,,No,80 MB,2 MP,CIF,No,No,"1.2, A2DP",No,Proprietary,,Removable Li-Po 630 mAh battery,0.64 W/kg (head),About 110 EUR,,,,,,1.19 W/kg (head) 0.28 W/kg (body),,,,,,,,Class 10,Class 10,,Removable
C130,GSM,GSM 900 / 1800,,,,"2006, May",Discontinued,102.4 x 45.4 x 14.8 mm (4.03 x 1.79 x 0.58 in),75 g (2.65 oz),,Mini-SIM,"CSTN, 65K colors","1.6 inches, 8.3 cm2 (~17.8% screen-to-body ratio)","128 x 128 pixels, 1.5 inch, 1:1 ratio (~113 ppi density)",,,,,No,1.8 MB,,,No,No,No,No,No,,Removable Li-Ion 750 mAh battery,0.86 W/kg (head),About 50 EUR,,,,,,,,,,,,,,Class 8,No,,Removable
E500,GSM,GSM 900 / 1800 / 1900,,,,"2006, May",Discontinued,85 x 44.5 x 21.9 mm (3.35 x 1.75 x 0.86 in),77 g (2.72 oz),,Mini-SIM,"TFT, 256K colors","1.76 inches, 9.7 cm2 (~25.8% screen-to-body ratio)",176 x 220 pixels (~160 ppi density),,,,,No,60 MB,1.3 MP,Yes,No,No,"2.0, A2DP",No,1.1,,Removable Li-Ion 800 mAh battery,0.57 W/kg (head),,,,,,,0.85 W/kg (head) 0.12 W/kg (body),,,,,,,,Class 10,Class 10,,Removable
E380,GSM,GSM 900 / 1800 / 1900,,,,"2006, July",Discontinued,93 x 46 x 16.8 mm (3.66 x 1.81 x 0.66 in),77 g (2.72 oz),,Mini-SIM,"TFT, 65K colors","1.9 inches, 30 x 37 mm, 11.4 cm2 (~26.6% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),,,,,No,40 MB,1.3 MP,Yes,No,No,"2.0, A2DP",No,1.1,,Removable Li-Ion 750 mAh battery,0.91 W/kg (head),,,,,,,1.16 W/kg (head) 0.58 W/kg (body),,,,,,,,Class 10,Class 10,,Removable
D870,GSM,GSM 900 / 1800 / 1900,,,,"2006, March",Discontinued,103.5 x 51 x 13 mm (4.07 x 2.01 x 0.51 in),93 g (3.28 oz),,Mini-SIM,"TFT, 256K colors","2.1 inches, 32 x 42 mm, 13.7 cm2 (~25.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~190 ppi density)",,,,,microSD (dedicated slot),80 MB,3.15 MP,Yes,No,No,Yes,No,Proprietary,,Removable battery,,,LED flash,,,,,,,,,,,,,Class 10,Yes,,Removable
D780 flip,GSM,GSM 900 / 1800 / 1900,,,,"2006, March",Cancelled,94 x 48 x 15.5 mm (3.70 x 1.89 x 0.61 in),87 g (3.07 oz),,Mini-SIM,"TFT, 65K colors",,176 x 220 pixels,,,,,No,80 MB,2 MP,Yes,No,No,Yes,No,Proprietary,,Removable battery,0.78 W/kg (head),,,,,,,0.48 W/kg (head) 0.35 W/kg (body),,,,,,,,Class 10,Yes,,Removable
E900,GSM,GSM 900 / 1800 / 1900,,,,"2006, March",Discontinued,93 x 45 x 16.5 mm (3.66 x 1.77 x 0.65 in),93 g (3.28 oz),,Mini-SIM,"TFT, 256K colors","2.0 inches, 30 x 40 mm, 12.4 cm2 (~29.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,microSD (dedicated slot),80 MB,2 MP,CIF,No,No,"1.2, A2DP",No,Proprietary,,Removable Li-Ion 800 mAh battery,0.35 W/kg (head),About 120 EUR,LED flash,,,,,0.26 W/kg (head) 0.48 W/kg (body),,,,,,,,Class 10,Class 10,,Removable
Z400,GSM / UMTS,GSM 900 / 1800 / 1900,UMTS 2100,,"Yes, 384 kbps","2006, March",Discontinued,96.7 x 47.8 x 19.2 mm (3.81 x 1.88 x 0.76 in),107 g (3.77 oz),,Mini-SIM,"TFT, 256K colors","2.0 inches, 30 x 40 mm, 12.4 cm2 (~26.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,microSD (dedicated slot),30 MB,VGA videocall camera,,No,No,"1.2, A2DP",No,Proprietary,,Removable battery,,,,,,,,1.36 W/kg (head) 0.94 W/kg (body),,,,,,,,,,,Removable
Z550,GSM / UMTS,GSM 900 / 1800 / 1900,UMTS 2100,,"Yes, 384 kbps","2006, March",Discontinued,93 x 45 x 17.5 mm (3.66 x 1.77 x 0.69 in),95 g (3.35 oz),,Mini-SIM,"TFT, 256K colors","2.0 inches, 30 x 40 mm, 12.4 cm2 (~29.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,microSD (dedicated slot),138 MB,Videocall camera,,No,No,"2.0, A2DP",No,Proprietary,,Removable battery,,,,,,,,,,,,,,,,,,,Removable
i320,GSM,GSM 900 / 1800 / 1900,,,,"2006, February",Discontinued,111 x 59 x 11.5 mm (4.37 x 2.32 x 0.45 in),95 g (3.35 oz),,Mini-SIM,"TFT, 65K colors","2.2 inches, 15.0 cm2 (~22.9% screen-to-body ratio)","320 x 240 pixels, 2.2 inch, 4:3 ratio (~182 ppi density)",Microsoft Windows Mobile 5.0 Smartphone,,Intel PXA 272 416 MHz,,microSD (dedicated slot),128 MB,1.3 MP,Yes,No,No,"1.2, A2DP",No,1.1,,Removable Li-Ion 1000 mAh battery,0.77 W/kg (head),About 160 EUR,LED flash,,,,,0.47 W/kg (head) 0.45 W/kg (body),,,,,,,,Class 10,Yes,Yes,Removable
i310,GSM,GSM 900 / 1800 / 1900,,,,"2006, March",Discontinued,111.9 x 48.5 x 19.8 mm (4.41 x 1.91 x 0.78 in),120 g (4.23 oz),,Mini-SIM,"TFT, 65K colors","2.0 inches, 30 x 40 mm, 12.4 cm2 (~22.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",Microsoft Windows Mobile 5.0 Smartphone,,32-bit Intel XScale PXA272 416 MHz,,microSD (dedicated slot),"8 GB (microdrive), 64 MB RAM",2 MP,Yes,No,No,Yes,No,2.0,,Removable battery,0.67 W/kg (head),,LED flash,,,,,0.20 W/kg (head) 0.36 W/kg (body),,,,,,,,Class 10,Yes,,Removable
ZV50,GSM / HSPA,GSM 900 / 1800 / 1900,HSDPA 2100,,HSPA,"2006, March",Discontinued,90 x 45 x 22.8 mm (3.54 x 1.77 x 0.90 in),105 g (3.70 oz),,Mini-SIM,"TFT, 256K colors",,"240 x 320 pixels, 2 inch, 4:3 ratio",,,,,microSD (dedicated slot),30 MB,Videocall camera,,No,No,"1.2, A2DP",No,Proprietary,,Removable Li-Ion 900 mAh battery,0.69 W/kg (head),,,,,,,0.49 W/kg (head) 0.37 W/kg (body),,,,,,,,,,,Removable
ZV40,GSM / UMTS,GSM 900 / 1800 / 1900,UMTS 2100,,"Yes, 384 kbps","2006, July",Discontinued,91 x 47 x 23 mm (3.58 x 1.85 x 0.91 in),93 g (3.28 oz),,Mini-SIM,"TFT, 256K colors","1.9 inches, 11.4 cm2 (~26.6% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),,,,,microSD (dedicated slot),30 MB,1.3 MP,QCIF,No,No,Yes,No,Proprietary,,Removable Li-Ion 800 mAh battery,1.00 W/kg (head),,,,,,,0.74 W/kg (head) 0.29 W/kg (body),,,,,,,,,,,Removable
Z560,GSM / HSPA,GSM 900 / 1800 / 1900,HSDPA 2100,,HSPA 1.8 Mbps,"2006, February",Discontinued,97.3 x 51.3 x 16 mm (3.83 x 2.02 x 0.63 in),94 g (3.32 oz),,Mini-SIM,"TFT, 256K colors","2.3 inches, 16.4 cm2 (~32.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~174 ppi density)",,,,,microSD (dedicated slot),20 MB,VGA videocall camera,,No,No,"1.2, A2DP",No,Proprietary,,Removable Li-Ion 900 mAh battery,0.10 W/kg (head),,,,,,,0.13 W/kg (head) 0.32 W/kg (body),,,,,,,,,,,Removable
P920,GSM / UMTS,GSM 900 / 1800 / 1900,UMTS 2100,,"Yes, 384 kbps","2006, Q2",Discontinued,94.4 x 48.3 x 27.4 mm (3.72 x 1.90 x 1.08 in),125 g (4.41 oz),,Mini-SIM,"TFT, 256K colors","2.2 inches, 33 x 45 mm, 15.0 cm2 (~32.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,microSD (dedicated slot),20 MB,1.3 MP,Yes,No,No,"2.0, A2DP",No,1.1,,Removable Li-Ion 1000 mAh battery,1.02 W/kg (head),,,,,,,0.63 W/kg (head) 0.29 W/kg (body),,,,,,,,,,,Removable
P900,GSM,GSM 900 / 1800 / 1900,,,,"2006, February",Discontinued,94.5 x 47.5 x 26.6 mm (3.72 x 1.87 x 1.05 in),124 g (4.37 oz),,Mini-SIM,"TFT, 256K colors","2.2 inches, 33 x 45 mm, 15.0 cm2 (~33.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,microSD (dedicated slot),80 MB,2 MP,Yes,No,No,1.1,No,Proprietary,,Removable Li-Ion 800 mAh battery,0.86 W/kg (head),,,,,,,0.89 W/kg (head) 0.37 W/kg (body),,,,,,,,Class 10,Yes,,Removable
P910,GSM / UMTS,GSM 900 / 1800 / 1900,UMTS 2100,,"Yes, 384 kbps","2006, February",Discontinued,97 x 50 x 27.4 mm (3.82 x 1.97 x 1.08 in),133 g (4.69 oz),,Mini-SIM,"TFT, 256K colors","2.2 inches, 33 x 45 mm, 15.0 cm2 (~30.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,,microSD (dedicated slot),20 MB,1.3 MP,No,No,No,1.2,No,1.1,,Removable Li-Ion battery,0.27 W/kg (head),,,,,,,0.19 W/kg (head) 0.31 W/kg (body),,,,,,,,,,,Removable
T629,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2006. Released 2006, Q3",Discontinued,99 x 50.8 x 14 mm (3.90 x 2.0 x 0.55 in),91 g (3.21 oz),,Mini-SIM,"TFT, 256K colors","2.1 inches, 13.9 cm2 (~27.6% screen-to-body ratio)",176 x 220 pixels (~134 ppi density),,,,,microSD (dedicated slot),17 MB,1.3 MP,Yes,No,No,Yes,No,1.1,,Removable Li-Ion battery,,,,,,,,0.81 W/kg (head) 0.70 W/kg (body),,,,,,,,Class 10,Class 10,,Removable
D520,GSM,GSM 900 / 1800 / 1900,,,,"2006, February",Discontinued,101 x 46 x 15.9 mm (3.98 x 1.81 x 0.63 in),94 g (3.32 oz),,Mini-SIM,"TFT, 256K colors","1.9 inches, 30 x 38 mm, 11.4 cm2 (~24.5% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),,,,,No,80 MB,1.3 MP,CIF,No,No,"1.2, A2DP",No,Proprietary,,Removable Li-Ion 800 mAh battery,0.48 W/kg (head),,LED flash,,,,,0.35 W/kg (head) 0.38 W/kg (body),,,,,,,,Class 10,No,,Removable
D300,GSM,GSM 900 / 1800 / 1900,,,,"2006, February",Discontinued,95 x 49 x 21 mm (3.74 x 1.93 x 0.83 in),122 g (4.30 oz),,Mini-SIM,"TFT, 256K colors","2.2 inches, 35 x 44 mm, 15.2 cm2 (~32.7% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),,,,,No,5 MB,,,No,No,Yes,No,miniUSB,,Removable Li-Ion 800 mAh battery,,,,,,,,,,,,,,,,Class 10,Yes,,Removable
Z710,GSM / UMTS,GSM 900 / 1800 / 1900,UMTS 2100,,"Yes, 384 kbps","2006, February",Discontinued,96.7 x 47.5 x 20.5 mm (3.81 x 1.87 x 0.81 in),108 g (3.81 oz),,Mini-SIM,"TFT, 256K colors",,"240 x 320 pixels, 2.15 inch, 4:3 ratio",,,,,microSD (dedicated slot),128 MB,VGA videocall camera,,No,No,"1.2, A2DP",No,1.1,,Removable Li-Ion 880 mAh battery,0.46 W/kg (head),,LED flash,,,,,0.43 W/kg (head) 0.18 W/kg (body),,,,,,,,,,,Removable
Z600,GSM / UMTS,GSM 900 / 1800 / 1900,UMTS 2100,,"Yes, 384 kbps","2006, February",Cancelled,89 x 48 x 23.5 mm (3.50 x 1.89 x 0.93 in),115 g (4.06 oz),,Mini-SIM,"TFT, 256K colors",,"176 x 208 pixels, 2.1 inch","Symbian, Series 60 UI",TI OMAP 5910,192 MHz ARM925T,,microSD (dedicated slot),70 MB,Yes,,No,No,Yes,No,Proprietary,,Removable Li-Ion battery,,,LED flash,,,,,,,,,,,,,,,Yes,Removable
Z520,GSM / UMTS,GSM 900 / 1800 / 1900,UMTS 2100,,"Yes, 384 kbps","2006, February",Discontinued,90 x 45 x 22.8 mm (3.54 x 1.77 x 0.90 in),105 g (3.70 oz),,Mini-SIM,"TFT, 256K colors",,"240 x 320 pixels, 2.0 inch, 4:3 ratio",,,,,microSD (dedicated slot),40 MB,Yes,,No,No,"1.2, A2DP",No,Proprietary,,Removable Li-Ion battery,,,LED flash,,,,,,,,,,,,,,,,Removable
